ENTITY,DAY,ICU_TODAY,ICU_PREVIOUS,PERCENT_CHANGE,SURGE_STATUS,SURGE_COUNT
Scotland,2020-09-25,2.012,1.829,10.005467500,NORMAL,39
Scotland,2020-09-26,2.012,2.012,0.000000000,NORMAL,39
Scotland,2020-09-27,2.195,2.012,9.095427400,NORMAL,39
Scotland,2020-09-28,2.927,2.195,33.348519400,NORMAL,39
Scotland,2020-09-29,2.927,2.927,0.000000000,NORMAL,39
Scotland,2020-09-30,2.744,2.927,-6.252135300,NORMAL,39
Scotland,2020-10-01,3.110,2.744,13.338192400,NORMAL,39
Scotland,2020-10-02,3.476,3.110,11.768488700,NORMAL,39
Scotland,2020-10-03,4.208,3.476,21.058688100,NORMAL,39
Scotland,2020-10-04,4.025,4.208,-4.348859300,NORMAL,39
Scotland,2020-10-05,4.025,4.025,0.000000000,NORMAL,39
Scotland,2020-10-06,4.574,4.025,13.639751600,NORMAL,39
Scotland,2020-10-07,5.123,4.574,12.002623500,NORMAL,39
Scotland,2020-10-08,5.671,5.123,10.696857300,NORMAL,39
Scotland,2020-10-09,5.671,5.671,0.000000000,NORMAL,39
Scotland,2020-10-10,6.220,5.671,9.680832300,NORMAL,39
Scotland,2020-10-11,6.403,6.220,2.942122200,NORMAL,39
Scotland,2020-10-12,6.586,6.403,2.858035300,NORMAL,39
Scotland,2020-10-13,6.403,6.586,-2.778621300,NORMAL,39
Scotland,2020-10-14,8.965,6.403,40.012494100,NORMAL,39
Scotland,2020-10-15,9.513,8.965,6.112660300,NORMAL,39
Scotland,2020-10-16,10.611,9.513,11.542100300,NORMAL,39
Scotland,2020-10-17,11.343,10.611,6.898501600,NORMAL,39
Scotland,2020-10-18,11.526,11.343,1.613329800,NORMAL,39
Scotland,2020-10-19,11.160,11.526,-3.175429500,NORMAL,39
Scotland,2020-10-20,12.806,11.160,14.749103900,NORMAL,39
Scotland,2020-10-21,13.355,12.806,4.287052900,NORMAL,39
Scotland,2020-10-22,13.538,13.355,1.370273300,NORMAL,39
Scotland,2020-10-23,13.904,13.538,2.703501300,NORMAL,39
Scotland,2020-10-24,15.368,13.904,10.529344100,NORMAL,39
Scotland,2020-10-25,15.734,15.368,2.381572100,NORMAL,39
Scotland,2020-10-26,16.465,15.734,4.645989600,NORMAL,39
Scotland,2020-10-27,15.002,16.465,-8.885514700,NORMAL,39
Scotland,2020-10-28,15.551,15.002,3.659512100,NORMAL,39
Scotland,2020-10-29,15.734,15.551,1.176773200,NORMAL,39
Scotland,2020-10-30,15.185,15.734,-3.489258900,NORMAL,39
Scotland,2020-10-31,14.636,15.185,-3.615409900,NORMAL,39
Scotland,2020-11-01,14.819,14.636,1.250341600,NORMAL,39
Scotland,2020-11-02,17.014,14.819,14.812065600,NORMAL,39
Scotland,2020-11-03,16.831,17.014,-1.075584800,NORMAL,39
Scotland,2020-11-04,17.197,16.831,2.174558800,NORMAL,39
Scotland,2020-11-05,17.380,17.197,1.064139100,NORMAL,39
Scotland,2020-11-06,17.929,17.380,3.158803200,NORMAL,39
Scotland,2020-11-07,19.210,17.929,7.144849100,NORMAL,39
Scotland,2020-11-08,20.307,19.210,5.710567400,NORMAL,39
Scotland,2020-11-09,19.210,20.307,-5.402078100,NORMAL,39
Scotland,2020-11-10,18.661,19.210,-2.857886500,NORMAL,39
Scotland,2020-11-11,17.014,18.661,-8.825893600,NORMAL,39
Scotland,2020-11-12,17.929,17.014,5.377924100,NORMAL,39
Scotland,2020-11-13,17.563,17.929,-2.041385500,NORMAL,39
Scotland,2020-11-14,16.831,17.563,-4.167852900,NORMAL,39
Scotland,2020-11-15,18.295,16.831,8.698235400,NORMAL,39
Scotland,2020-11-16,17.929,18.295,-2.000546600,NORMAL,39
Scotland,2020-11-17,17.380,17.929,-3.062078200,NORMAL,39
Scotland,2020-11-18,16.100,17.380,-7.364787100,NORMAL,39
Scotland,2020-11-19,15.551,16.100,-3.409937900,NORMAL,39
Scotland,2020-11-20,16.282,15.551,4.700662300,NORMAL,39
Scotland,2020-11-21,18.295,16.282,12.363346000,NORMAL,39
Scotland,2020-11-22,17.380,18.295,-5.001366500,NORMAL,39
Scotland,2020-11-23,15.368,17.380,-11.576524700,NORMAL,39
Scotland,2020-11-24,15.368,15.368,0.000000000,NORMAL,39
Scotland,2020-11-25,15.368,15.368,0.000000000,NORMAL,39
Scotland,2020-11-26,16.465,15.368,7.138209300,NORMAL,39
Scotland,2020-11-27,14.636,16.465,-11.108411800,NORMAL,39
Scotland,2020-11-28,14.087,14.636,-3.751024900,NORMAL,39
Scotland,2020-11-29,13.904,14.087,-1.299070100,NORMAL,39
Scotland,2020-11-30,13.721,13.904,-1.316168000,NORMAL,39
Scotland,2020-12-01,12.806,13.721,-6.668610200,NORMAL,39
Scotland,2020-12-02,12.441,12.806,-2.850226500,NORMAL,39
Scotland,2020-12-03,12.623,12.441,1.462904900,NORMAL,39
Scotland,2020-12-04,11.892,12.623,-5.791016400,NORMAL,39
Scotland,2020-12-05,11.709,11.892,-1.538849600,NORMAL,39
Scotland,2020-12-06,11.343,11.709,-3.125800700,NORMAL,39
Scotland,2020-12-07,10.794,11.343,-4.839989400,NORMAL,39
Scotland,2020-12-08,10.428,10.794,-3.390772700,NORMAL,39
Scotland,2020-12-09,9.147,10.428,-12.284234800,NORMAL,39
Scotland,2020-12-10,9.513,9.147,4.001311900,NORMAL,39
Scotland,2020-12-11,9.696,9.513,1.923683400,NORMAL,39
Scotland,2020-12-12,9.513,9.696,-1.887376200,NORMAL,39
Scotland,2020-12-13,8.599,9.513,-9.607905000,NORMAL,39
Scotland,2020-12-14,8.416,8.599,-2.128154400,NORMAL,39
Scotland,2020-12-15,8.233,8.416,-2.174429700,NORMAL,39
Scotland,2020-12-16,8.965,8.233,8.891048200,NORMAL,39
Scotland,2020-12-17,9.147,8.965,2.030117100,NORMAL,39
Scotland,2020-12-18,9.147,9.147,0.000000000,NORMAL,39
Scotland,2020-12-19,9.696,9.147,6.001967900,NORMAL,39
Scotland,2020-12-20,10.611,9.696,9.436881200,NORMAL,39
Scotland,2020-12-21,10.794,10.611,1.724625400,NORMAL,39
Scotland,2020-12-22,10.977,10.794,1.695386300,NORMAL,39
Scotland,2020-12-23,10.245,10.977,-6.668488700,NORMAL,39
Scotland,2020-12-24,10.245,10.245,0.000000000,NORMAL,39
Scotland,2020-12-25,8.599,10.245,-16.066373800,NORMAL,39
Scotland,2020-12-26,9.513,8.599,10.629142900,NORMAL,39
Scotland,2020-12-27,9.879,9.513,3.847366800,NORMAL,39
Scotland,2020-12-28,10.245,9.879,3.704828400,NORMAL,39
Scotland,2020-12-29,11.892,10.245,16.076134700,NORMAL,39
Scotland,2020-12-30,12.623,11.892,6.146989600,NORMAL,39
Scotland,2020-12-31,12.806,12.623,1.449734600,NORMAL,39
Scotland,2021-01-01,13.355,12.806,4.287052900,NORMAL,39
Scotland,2021-01-02,14.270,13.355,6.851366500,NORMAL,39
Scotland,2021-01-03,14.819,14.270,3.847232000,NORMAL,39
Scotland,2021-01-04,15.185,14.819,2.469802300,NORMAL,39
Scotland,2021-01-05,17.014,15.185,12.044781000,NORMAL,39
Scotland,2021-01-06,17.380,17.014,2.151169600,NORMAL,39
Scotland,2021-01-07,18.295,17.380,5.264672000,NORMAL,39
Scotland,2021-01-08,18.661,18.295,2.000546600,NORMAL,39
Scotland,2021-01-09,19.941,18.661,6.859225100,NORMAL,39
Scotland,2021-01-10,22.503,19.941,12.847901300,NORMAL,39
Scotland,2021-01-11,23.052,22.503,2.439674700,NORMAL,39
Scotland,2021-01-12,24.332,23.052,5.552663500,NORMAL,39
Scotland,2021-01-13,24.515,24.332,0.752096000,NORMAL,39
Scotland,2021-01-14,25.979,24.515,5.971854000,NORMAL,39
Scotland,2021-01-15,25.796,25.979,-0.704415100,NORMAL,39
Scotland,2021-01-16,26.528,25.796,2.837649200,NORMAL,39
Scotland,2021-01-17,26.894,26.528,1.379674300,NORMAL,39
Scotland,2021-01-18,26.711,26.894,-0.680449200,NORMAL,39
Scotland,2021-01-19,27.442,26.711,2.736700200,NORMAL,39
Scotland,2021-01-20,28.540,27.442,4.001166100,NORMAL,39
Scotland,2021-01-21,29.455,28.540,3.206026600,NORMAL,39
Scotland,2021-01-22,29.455,29.455,0.000000000,NORMAL,39
Scotland,2021-01-23,29.089,29.455,-1.242573400,NORMAL,39
Scotland,2021-01-24,28.723,29.089,-1.258207600,NORMAL,39
Scotland,2021-01-25,27.625,28.723,-3.822720500,NORMAL,39
Scotland,2021-01-26,27.259,27.625,-1.324886900,NORMAL,39
Scotland,2021-01-27,26.528,27.259,-2.681683100,NORMAL,39
Scotland,2021-01-28,25.979,26.528,-2.069511500,NORMAL,39
Scotland,2021-01-29,26.345,25.979,1.408830200,NORMAL,39
Scotland,2021-01-30,25.979,26.345,-1.389257900,NORMAL,39
Scotland,2021-01-31,26.162,25.979,0.704415100,NORMAL,39
Scotland,2021-02-01,26.162,26.162,0.000000000,NORMAL,39
Scotland,2021-02-02,25.613,26.162,-2.098463400,NORMAL,39
Scotland,2021-02-03,23.966,25.613,-6.430328300,NORMAL,39
Scotland,2021-02-04,23.235,23.966,-3.050154400,NORMAL,39
Scotland,2021-02-05,22.503,23.235,-3.150419600,NORMAL,39
Scotland,2021-02-06,21.405,22.503,-4.879349400,NORMAL,39
Scotland,2021-02-07,19.759,21.405,-7.689792100,NORMAL,39
Scotland,2021-02-08,19.759,19.759,0.000000000,NORMAL,39
Scotland,2021-02-09,20.490,19.759,3.699579900,NORMAL,39
Scotland,2021-02-10,20.673,20.490,0.893118600,NORMAL,39
Scotland,2021-02-11,19.941,20.673,-3.540850400,NORMAL,39
Scotland,2021-02-12,21.039,19.941,5.506243400,NORMAL,39
Scotland,2021-02-13,20.124,21.039,-4.349066000,NORMAL,39
Scotland,2021-02-14,19.027,20.124,-5.451202500,NORMAL,39
Scotland,2021-02-15,18.661,19.027,-1.923582300,NORMAL,39
Scotland,2021-02-16,18.295,18.661,-1.961309700,NORMAL,39
Scotland,2021-02-17,18.112,18.295,-1.000273300,NORMAL,39
Scotland,2021-02-18,17.380,18.112,-4.041519400,NORMAL,39
Scotland,2021-02-19,17.929,17.380,3.158803200,NORMAL,39
Scotland,2021-02-20,17.929,17.929,0.000000000,NORMAL,39
Scotland,2021-02-21,18.112,17.929,1.020692700,NORMAL,39
Scotland,2021-02-22,18.112,18.112,0.000000000,NORMAL,39
Scotland,2021-02-23,17.014,18.112,-6.062279200,NORMAL,39
Scotland,2021-02-24,17.014,17.014,0.000000000,NORMAL,39
Scotland,2021-02-25,16.282,17.014,-4.302339300,NORMAL,39
Scotland,2021-02-26,14.636,16.282,-10.109323200,NORMAL,39
Scotland,2021-02-27,13.538,14.636,-7.502049700,NORMAL,39
Scotland,2021-02-28,14.270,13.538,5.407002500,NORMAL,39
Scotland,2021-03-01,12.989,14.270,-8.976874600,NORMAL,39
Scotland,2021-03-02,12.989,12.989,0.000000000,NORMAL,39
Scotland,2021-03-03,12.623,12.989,-2.817768900,NORMAL,39
Scotland,2021-03-04,12.258,12.623,-2.891547200,NORMAL,39
Scotland,2021-03-05,11.709,12.258,-4.478707800,NORMAL,39
Scotland,2021-03-06,11.526,11.709,-1.562900300,NORMAL,39
Scotland,2021-03-07,11.160,11.526,-3.175429500,NORMAL,39
Scotland,2021-03-08,10.794,11.160,-3.279569900,NORMAL,39
Scotland,2021-03-09,8.965,10.794,-16.944598900,NORMAL,39
Scotland,2021-03-10,8.965,8.965,0.000000000,NORMAL,39
Scotland,2021-03-11,7.318,8.965,-18.371444500,NORMAL,39
Scotland,2021-03-12,6.952,7.318,-5.001366500,NORMAL,39
Scotland,2021-03-13,6.952,6.952,0.000000000,NORMAL,39
Scotland,2021-03-14,7.318,6.952,5.264672000,NORMAL,39
Scotland,2021-03-15,7.318,7.318,0.000000000,NORMAL,39
Scotland,2021-03-16,7.684,7.318,5.001366500,NORMAL,39
Scotland,2021-03-17,6.952,7.684,-9.526288400,NORMAL,39
Scotland,2021-03-18,6.952,6.952,0.000000000,NORMAL,39
Scotland,2021-03-19,6.403,6.952,-7.897008100,NORMAL,39
Scotland,2021-03-20,5.671,6.403,-11.432141200,NORMAL,39
Scotland,2021-03-21,5.671,5.671,0.000000000,NORMAL,39
Scotland,2021-03-22,6.037,5.671,6.453888200,NORMAL,39
Scotland,2021-03-23,5.123,6.037,-15.139970200,NORMAL,39
Scotland,2021-03-24,5.671,5.123,10.696857300,NORMAL,39
Scotland,2021-03-25,5.854,5.671,3.226944100,NORMAL,39
Scotland,2021-03-26,4.757,5.854,-18.739323500,NORMAL,39
Scotland,2021-03-27,4.757,4.757,0.000000000,NORMAL,39
Scotland,2021-03-28,4.025,4.757,-15.387849500,NORMAL,39
Scotland,2021-03-29,4.025,4.025,0.000000000,NORMAL,39
Scotland,2021-03-30,4.208,4.025,4.546583900,NORMAL,39
Scotland,2021-03-31,3.842,4.208,-8.697718600,NORMAL,39
Scotland,2021-04-01,3.842,3.842,0.000000000,NORMAL,39
Scotland,2021-04-02,4.208,3.842,9.526288400,NORMAL,39
Scotland,2021-04-03,3.293,4.208,-21.744296600,NORMAL,39
Scotland,2021-04-04,3.476,3.293,5.557242600,NORMAL,39
Scotland,2021-04-05,3.293,3.476,-5.264672000,NORMAL,39
Scotland,2021-04-06,3.842,3.293,16.671727900,NORMAL,39
Scotland,2021-04-07,3.842,3.842,0.000000000,NORMAL,39
Scotland,2021-04-08,3.842,3.842,0.000000000,NORMAL,39
Scotland,2021-04-09,3.476,3.842,-9.526288400,NORMAL,39
Scotland,2021-04-10,3.659,3.476,5.264672000,NORMAL,39
Scotland,2021-04-11,3.842,3.659,5.001366500,NORMAL,39
Scotland,2021-04-12,3.842,3.842,0.000000000,NORMAL,39
Scotland,2021-04-13,3.659,3.842,-4.763144200,NORMAL,39
Scotland,2021-04-14,3.659,3.659,0.000000000,NORMAL,39
Scotland,2021-04-15,2.927,3.659,-20.005466000,NORMAL,39
Scotland,2021-04-16,3.293,2.927,12.504270600,NORMAL,39
Scotland,2021-04-17,2.927,3.293,-11.114485300,NORMAL,39
Scotland,2021-04-18,2.561,2.927,-12.504270600,NORMAL,39
Scotland,2021-04-19,2.561,2.561,0.000000000,NORMAL,39
Scotland,2021-04-20,2.378,2.561,-7.145646200,NORMAL,39
Scotland,2021-04-21,2.561,2.378,7.695542500,NORMAL,39
Scotland,2021-04-22,2.195,2.561,-14.291292500,NORMAL,39
Scotland,2021-04-23,2.195,2.195,0.000000000,NORMAL,39
Scotland,2021-04-24,2.195,2.195,0.000000000,NORMAL,39
Scotland,2021-04-25,2.195,2.195,0.000000000,NORMAL,39
Scotland,2021-04-26,2.195,2.195,0.000000000,NORMAL,39
Scotland,2021-04-27,2.012,2.195,-8.337129800,NORMAL,39
Scotland,2021-04-28,2.195,2.012,9.095427400,NORMAL,39
Scotland,2021-04-29,2.195,2.195,0.000000000,NORMAL,39
Scotland,2021-04-30,1.647,2.195,-24.965831400,NORMAL,39
Scotland,2021-05-01,2.012,1.647,22.161505800,NORMAL,39
Scotland,2021-05-02,2.195,2.012,9.095427400,NORMAL,39
Scotland,2021-05-03,2.012,2.195,-8.337129800,NORMAL,39
Scotland,2021-05-04,2.012,2.012,0.000000000,NORMAL,39
Scotland,2021-05-05,2.378,2.012,18.190854900,NORMAL,39
Scotland,2021-05-06,2.012,2.378,-15.391084900,NORMAL,39
Scotland,2021-05-07,1.464,2.012,-27.236580500,NORMAL,39
Scotland,2021-05-08,1.647,1.464,12.500000000,NORMAL,39
Scotland,2021-05-09,1.098,1.647,-33.333333300,NORMAL,39
Scotland,2021-05-10,1.098,1.098,0.000000000,NORMAL,39
Scotland,2021-05-11,1.098,1.098,0.000000000,NORMAL,39
Scotland,2021-05-12,1.098,1.098,0.000000000,NORMAL,39
Scotland,2021-05-13,0.732,1.098,-33.333333300,NORMAL,39
Scotland,2021-05-14,0.549,0.732,-25.000000000,NORMAL,39
Scotland,2021-05-15,0.366,0.549,-33.333333300,NORMAL,39
Scotland,2021-05-16,0.549,0.366,50.000000000,SURGE,39
Scotland,2021-05-17,0.549,0.549,0.000000000,NORMAL,39
Scotland,2021-05-18,0.732,0.549,33.333333300,NORMAL,39
Scotland,2021-05-19,0.732,0.732,0.000000000,NORMAL,39
Scotland,2021-05-20,0.915,0.732,25.000000000,NORMAL,39
Scotland,2021-05-21,0.732,0.915,-20.000000000,NORMAL,39
Scotland,2021-05-22,1.098,0.732,50.000000000,SURGE,39
Scotland,2021-05-23,1.098,1.098,0.000000000,NORMAL,39
Scotland,2021-05-24,0.915,1.098,-16.666666700,NORMAL,39
Scotland,2021-05-25,1.098,0.915,20.000000000,NORMAL,39
Scotland,2021-05-26,1.098,1.098,0.000000000,NORMAL,39
Scotland,2021-05-27,0.732,1.098,-33.333333300,NORMAL,39
Scotland,2021-05-28,1.098,0.732,50.000000000,SURGE,39
Scotland,2021-05-29,0.915,1.098,-16.666666700,NORMAL,39
Scotland,2021-05-30,1.281,0.915,40.000000000,NORMAL,39
Scotland,2021-05-31,1.464,1.281,14.285714300,NORMAL,39
Scotland,2021-06-01,1.829,1.464,24.931694000,NORMAL,39
Scotland,2021-06-02,1.829,1.829,0.000000000,NORMAL,39
Scotland,2021-06-03,1.464,1.829,-19.956260300,NORMAL,39
Scotland,2021-06-04,1.464,1.464,0.000000000,NORMAL,39
Scotland,2021-06-05,1.464,1.464,0.000000000,NORMAL,39
Scotland,2021-06-06,1.829,1.464,24.931694000,NORMAL,39
Scotland,2021-06-07,2.195,1.829,20.010934900,NORMAL,39
Scotland,2021-06-08,2.195,2.195,0.000000000,NORMAL,39
Scotland,2021-06-09,2.744,2.195,25.011389500,NORMAL,39
Scotland,2021-06-10,2.561,2.744,-6.669096200,NORMAL,39
Scotland,2021-06-11,2.378,2.561,-7.145646200,NORMAL,39
Scotland,2021-06-12,2.561,2.378,7.695542500,NORMAL,39
Scotland,2021-06-13,2.927,2.561,14.291292500,NORMAL,39
Scotland,2021-06-14,3.110,2.927,6.252135300,NORMAL,39
Scotland,2021-06-15,3.110,3.110,0.000000000,NORMAL,39
Scotland,2021-06-16,2.744,3.110,-11.768488700,NORMAL,39
Scotland,2021-06-17,2.195,2.744,-20.007288600,NORMAL,39
Scotland,2021-06-18,2.195,2.195,0.000000000,NORMAL,39
Scotland,2021-06-19,1.829,2.195,-16.674259700,NORMAL,39
Scotland,2021-06-20,2.378,1.829,30.016402400,NORMAL,39
Scotland,2021-06-21,2.744,2.378,15.391084900,NORMAL,39
Scotland,2021-06-22,3.293,2.744,20.007288600,NORMAL,39
Scotland,2021-06-23,3.293,3.293,0.000000000,NORMAL,39
Scotland,2021-06-24,3.110,3.293,-5.557242600,NORMAL,39
Scotland,2021-06-25,2.927,3.110,-5.884244400,NORMAL,39
Scotland,2021-06-26,3.293,2.927,12.504270600,NORMAL,39
Scotland,2021-06-27,3.110,3.293,-5.557242600,NORMAL,39
Scotland,2021-06-28,3.659,3.110,17.652733100,NORMAL,39
Scotland,2021-06-29,3.659,3.659,0.000000000,NORMAL,39
Scotland,2021-06-30,3.476,3.659,-5.001366500,NORMAL,39
Scotland,2021-07-01,2.927,3.476,-15.794016100,NORMAL,39
Scotland,2021-07-02,3.476,2.927,18.756405900,NORMAL,39
Scotland,2021-07-03,4.574,3.476,31.588032200,NORMAL,39
Scotland,2021-07-04,4.574,4.574,0.000000000,NORMAL,39
Scotland,2021-07-05,5.488,4.574,19.982509800,NORMAL,39
Scotland,2021-07-06,5.854,5.488,6.669096200,NORMAL,39
Scotland,2021-07-07,6.220,5.854,6.252135300,NORMAL,39
Scotland,2021-07-08,6.952,6.220,11.768488700,NORMAL,39
Scotland,2021-07-09,7.135,6.952,2.632336000,NORMAL,39
Scotland,2021-07-10,7.684,7.135,7.694463900,NORMAL,39
Scotland,2021-07-11,7.318,7.684,-4.763144200,NORMAL,39
Scotland,2021-07-12,7.318,7.318,0.000000000,NORMAL,39
Scotland,2021-07-13,7.501,7.318,2.500683200,NORMAL,39
Scotland,2021-07-14,8.416,7.501,12.198373600,NORMAL,39
Scotland,2021-07-15,8.599,8.416,2.174429700,NORMAL,39
Scotland,2021-07-16,8.782,8.599,2.128154400,NORMAL,39
Scotland,2021-07-17,8.965,8.782,2.083807800,NORMAL,39
Scotland,2021-07-18,8.416,8.965,-6.123814800,NORMAL,39
Scotland,2021-07-19,8.233,8.416,-2.174429700,NORMAL,39
Scotland,2021-07-20,8.599,8.233,4.445524100,NORMAL,39
Scotland,2021-07-21,9.330,8.599,8.500988500,NORMAL,39
Scotland,2021-07-22,10.611,9.330,13.729903500,NORMAL,39
Scotland,2021-07-23,10.428,10.611,-1.724625400,NORMAL,39
Scotland,2021-07-24,10.977,10.428,5.264672000,NORMAL,39
Scotland,2021-07-25,11.709,10.977,6.668488700,NORMAL,39
Scotland,2021-07-26,11.892,11.709,1.562900300,NORMAL,39
Scotland,2021-07-27,11.526,11.892,-3.077699300,NORMAL,39
Scotland,2021-07-28,11.526,11.526,0.000000000,NORMAL,39
Scotland,2021-07-29,10.977,11.526,-4.763144200,NORMAL,39
Scotland,2021-07-30,10.977,10.977,0.000000000,NORMAL,39
Scotland,2021-07-31,11.709,10.977,6.668488700,NORMAL,39
Scotland,2021-08-01,11.343,11.709,-3.125800700,NORMAL,39
Scotland,2021-08-02,10.977,11.343,-3.226659600,NORMAL,39
Scotland,2021-08-03,11.160,10.977,1.667122200,NORMAL,39
Scotland,2021-08-04,10.611,11.160,-4.919354800,NORMAL,39
Scotland,2021-08-05,10.062,10.611,-5.173876200,NORMAL,39
Scotland,2021-08-06,9.879,10.062,-1.818723900,NORMAL,39
Scotland,2021-08-07,7.501,9.879,-24.071262300,NORMAL,39
Scotland,2021-08-08,7.318,7.501,-2.439674700,NORMAL,39
Scotland,2021-08-09,7.684,7.318,5.001366500,NORMAL,39
Scotland,2021-08-10,7.318,7.684,-4.763144200,NORMAL,39
Scotland,2021-08-11,7.684,7.318,5.001366500,NORMAL,39
Scotland,2021-08-12,7.684,7.684,0.000000000,NORMAL,39
Scotland,2021-08-13,7.501,7.684,-2.381572100,NORMAL,39
Scotland,2021-08-14,7.135,7.501,-4.879349400,NORMAL,39
Scotland,2021-08-15,7.318,7.135,2.564821300,NORMAL,39
Scotland,2021-08-16,7.135,7.318,-2.500683200,NORMAL,39
Scotland,2021-08-17,7.318,7.135,2.564821300,NORMAL,39
Scotland,2021-08-18,7.135,7.318,-2.500683200,NORMAL,39
Scotland,2021-08-19,6.037,7.135,-15.388927800,NORMAL,39
Scotland,2021-08-20,6.220,6.037,3.031306900,NORMAL,39
Scotland,2021-08-21,6.037,6.220,-2.942122200,NORMAL,39
Scotland,2021-08-22,6.220,6.037,3.031306900,NORMAL,39
Scotland,2021-08-23,7.501,6.220,20.594855300,NORMAL,39
Scotland,2021-08-24,7.867,7.501,4.879349400,NORMAL,39
Scotland,2021-08-25,8.050,7.867,2.326172600,NORMAL,39
Scotland,2021-08-26,8.599,8.050,6.819875800,NORMAL,39
Scotland,2021-08-27,8.599,8.599,0.000000000,NORMAL,39
Scotland,2021-08-28,8.965,8.599,4.256308900,NORMAL,39
Scotland,2021-08-29,9.513,8.965,6.112660300,NORMAL,39
Scotland,2021-08-30,9.513,9.513,0.000000000,NORMAL,39
Scotland,2021-08-31,9.879,9.513,3.847366800,NORMAL,39
Scotland,2021-09-01,10.794,9.879,9.262071100,NORMAL,39
Scotland,2021-09-02,10.062,10.794,-6.781545300,NORMAL,39
Scotland,2021-09-03,10.977,10.062,9.093619600,NORMAL,39
Scotland,2021-09-04,10.611,10.977,-3.334244300,NORMAL,39
Scotland,2021-09-05,11.160,10.611,5.173876200,NORMAL,39
Scotland,2021-09-06,12.989,11.160,16.388888900,NORMAL,39
Scotland,2021-09-07,14.087,12.989,8.453306600,NORMAL,39
Scotland,2021-09-08,15.002,14.087,6.495350300,NORMAL,39
Scotland,2021-09-09,15.917,15.002,6.099186800,NORMAL,39
Scotland,2021-09-10,15.002,15.917,-5.748570700,NORMAL,39
Scotland,2021-09-11,15.185,15.002,1.219837400,NORMAL,39
Scotland,2021-09-12,16.465,15.185,8.429371100,NORMAL,39
Scotland,2021-09-13,16.465,16.465,0.000000000,NORMAL,39
Scotland,2021-09-14,16.282,16.465,-1.111448500,NORMAL,39
Scotland,2021-09-15,16.648,16.282,2.247881100,NORMAL,39
Scotland,2021-09-16,17.197,16.648,3.297693400,NORMAL,39
Scotland,2021-09-17,15.917,17.197,-7.443158700,NORMAL,39
Scotland,2021-09-18,18.112,15.917,13.790287100,NORMAL,39
Scotland,2021-09-19,18.295,18.112,1.010379900,NORMAL,39
Scotland,2021-09-20,17.746,18.295,-3.000819900,NORMAL,39
Scotland,2021-09-21,17.197,17.746,-3.093654900,NORMAL,39
Scotland,2021-09-22,15.002,17.197,-12.763854200,NORMAL,39
Scotland,2021-09-23,15.734,15.002,4.879349400,NORMAL,39
Scotland,2021-09-24,14.453,15.734,-8.141604200,NORMAL,39
Scotland,2021-09-25,14.636,14.453,1.266173100,NORMAL,39
Scotland,2021-09-26,14.453,14.636,-1.250341600,NORMAL,39
Scotland,2021-09-27,13.904,14.453,-3.798519300,NORMAL,39
Scotland,2021-09-28,13.355,13.904,-3.948504000,NORMAL,39
Scotland,2021-09-29,12.989,13.355,-2.740546600,NORMAL,39
Scotland,2021-09-30,13.538,12.989,4.226653300,NORMAL,39
Scotland,2021-10-01,11.892,13.538,-12.158369000,NORMAL,39
Scotland,2021-10-02,12.075,11.892,1.538849600,NORMAL,39
Scotland,2021-10-03,12.989,12.075,7.569358200,NORMAL,39
Scotland,2021-10-04,12.258,12.989,-5.627838900,NORMAL,39
Scotland,2021-10-05,11.892,12.258,-2.985805200,NORMAL,39
Scotland,2021-10-06,12.441,11.892,4.616548900,NORMAL,39
Scotland,2021-10-07,12.623,12.441,1.462904900,NORMAL,39
Scotland,2021-10-08,11.709,12.623,-7.240751000,NORMAL,39
Scotland,2021-10-09,11.160,11.709,-4.688701000,NORMAL,39
Scotland,2021-10-10,9.879,11.160,-11.478494600,NORMAL,39
Scotland,2021-10-11,10.245,9.879,3.704828400,NORMAL,39
Scotland,2021-10-12,9.330,10.245,-8.931185900,NORMAL,39
Scotland,2021-10-13,9.330,9.330,0.000000000,NORMAL,39
Scotland,2021-10-14,9.147,9.330,-1.961414800,NORMAL,39
Scotland,2021-10-15,8.233,9.147,-9.992347200,NORMAL,39
Scotland,2021-10-16,8.599,8.233,4.445524100,NORMAL,39
Scotland,2021-10-17,8.233,8.599,-4.256308900,NORMAL,39
Scotland,2021-10-18,8.050,8.233,-2.222762100,NORMAL,39
Scotland,2021-10-19,8.416,8.050,4.546583900,NORMAL,39
Scotland,2021-10-20,9.330,8.416,10.860266200,NORMAL,39
Scotland,2021-10-21,10.611,9.330,13.729903500,NORMAL,39
Scotland,2021-10-22,10.977,10.611,3.449250800,NORMAL,39
Scotland,2021-10-23,11.160,10.977,1.667122200,NORMAL,39
Scotland,2021-10-24,10.611,11.160,-4.919354800,NORMAL,39
Scotland,2021-10-25,10.428,10.611,-1.724625400,NORMAL,39
Scotland,2021-10-26,10.794,10.428,3.509781400,NORMAL,39
Scotland,2021-10-27,10.428,10.794,-3.390772700,NORMAL,39
Scotland,2021-10-28,10.611,10.428,1.754890700,NORMAL,39
Scotland,2021-10-29,10.977,10.611,3.449250800,NORMAL,39
Scotland,2021-10-30,11.892,10.977,8.335610800,NORMAL,39
Scotland,2021-10-31,11.709,11.892,-1.538849600,NORMAL,39
Scotland,2021-11-01,12.441,11.709,6.251601300,NORMAL,39
Scotland,2021-11-02,11.526,12.441,-7.354714300,NORMAL,39
Scotland,2021-11-03,11.526,11.526,0.000000000,NORMAL,39
